"Name","Location","Function Signature","Function Size"
"_ZN20GJSpecialColorSelect14getButtonByTagEi","0035a036","undefined _ZN20GJSpecialColorSelect14getButtonByTagEi()","1"
"_ZN20GJSpecialColorSelect14keyBackClickedEv","00359f90","undefined _ZN20GJSpecialColorSelect14keyBackClickedEv()","1"
"_ZN20GJSpecialColorSelect15textForColorIdxEi","0035a0fc","undefined _ZN20GJSpecialColorSelect15textForColorIdxEi()","1"
"_ZN20GJSpecialColorSelect17highlightSelectedEP12ButtonSprite","0035a06c","undefined _ZN20GJSpecialColorSelect17highlightSelectedEP12ButtonSprite()","90"
"_ZN20GJSpecialColorSelect4initEiP28GJSpecialColorSelectDelegateb","0035a198","undefined _ZN20GJSpecialColorSelect4initEiP28GJSpecialColorSelectDelegateb()","1"
"_ZN20GJSpecialColorSelect6createEiP28GJSpecialColorSelectDelegateb","0035a60c","undefined _ZN20GJSpecialColorSelect6createEiP28GJSpecialColorSelectDelegateb()","1"
"_ZN20GJSpecialColorSelect7onCloseEPN7cocos2d8CCObjectE","00359f58","undefined _ZN20GJSpecialColorSelect7onCloseEPN7cocos2d8CCObjectE()","1"
"_ZN20GJSpecialColorSelectD0Ev","0035a024","undefined _ZN20GJSpecialColorSelectD0Ev()","1"
"_ZN20GJSpecialColorSelectD1Ev","00359fa0","undefined _ZN20GJSpecialColorSelectD1Ev()","1"
"_ZN20LevelCommentDelegate13setupPageInfoESsPKc","002e73f6","undefined _ZN20LevelCommentDelegate13setupPageInfoESsPKc()","1"
"_ZN20LevelCommentDelegate18loadCommentsFailedEPKc","002e73f2","undefined _ZN20LevelCommentDelegate18loadCommentsFailedEPKc()","1"
"_ZN20LevelCommentDelegate20loadCommentsFinishedEPN7cocos2d7CCArrayEPKc","002e73f0","undefined _ZN20LevelCommentDelegate20loadCommentsFinishedEPN7cocos2d7CCArrayEPKc()","1"
"_ZN20LevelCommentDelegate23updateUserScoreFinishedEv","002e73f4","undefined _ZN20LevelCommentDelegate23updateUserScoreFinishedEv()","1"
"_ZN20LevelManagerDelegate13setupPageInfoESsPKc","002a5da0","undefined _ZN20LevelManagerDelegate13setupPageInfoESsPKc()","1"
"_ZN20LevelManagerDelegate16loadLevelsFailedEPKc","002a5d9e","undefined _ZN20LevelManagerDelegate16loadLevelsFailedEPKc()","1"
"_ZN20LevelManagerDelegate18loadLevelsFinishedEPN7cocos2d7CCArrayEPKc","002a5d9c","undefined _ZN20LevelManagerDelegate18loadLevelsFinishedEPN7cocos2d7CCArrayEPKc()","1"
"_ZN20MusicDelegateHandler4initEP21MusicDownloadDelegate","003307d8","undefined _ZN20MusicDelegateHandler4initEP21MusicDownloadDelegate()","1"
"_ZN20MusicDelegateHandler6createEP21MusicDownloadDelegate","003307ec","undefined _ZN20MusicDelegateHandler6createEP21MusicDownloadDelegate()","1"
"_ZN20MusicDelegateHandlerD0Ev","00330618","undefined _ZN20MusicDelegateHandlerD0Ev()","1"
"_ZN20MusicDelegateHandlerD1Ev","003305fc","undefined _ZN20MusicDelegateHandlerD1Ev()","1"
"_ZN20MusicDownloadManager10dataLoadedEP13DS_Dictionary","00331118","undefined _ZN20MusicDownloadManager10dataLoadedEP13DS_Dictionary()","1"
"_ZN20MusicDownloadManager10deleteSongEi","00330e6c","undefined _ZN20MusicDownloadManager10deleteSongEi()","1"
"_ZN20MusicDownloadManager10firstSetupEv","003310c8","undefined _ZN20MusicDownloadManager10firstSetupEv()","1"
"_ZN20MusicDownloadManager10handleItNDEPN7cocos2d6CCNodeEPv","003318b4","undefined _ZN20MusicDownloadManager10handleItNDEPN7cocos2d6CCNodeEPv()","1"
"_ZN20MusicDownloadManager10isDLActiveEPKc","00330c28","undefined _ZN20MusicDownloadManager10isDLActiveEPKc()","1"
"_ZN20MusicDownloadManager11getAllSongsEv","00330b44","undefined _ZN20MusicDownloadManager11getAllSongsEv()","1"
"_ZN20MusicDownloadManager11getDLObjectEPKc","00330bfc","undefined _ZN20MusicDownloadManager11getDLObjectEPKc()","1"
"_ZN20MusicDownloadManager11getSongInfoEib","00331da0","undefined _ZN20MusicDownloadManager11getSongInfoEib()","1"
"_ZN20MusicDownloadManager11pathForSongEi","00330ca0","undefined _ZN20MusicDownloadManager11pathForSongEi()","1"
"_ZN20MusicDownloadManager11sharedStateEv","0033083c","undefined _ZN20MusicDownloadManager11sharedStateEv()","1"
"_ZN20MusicDownloadManager12downloadSongEi","00331bc8","undefined _ZN20MusicDownloadManager12downloadSongEi()","1"
"_ZN20MusicDownloadManager12encodeDataToEP13DS_Dictionary","003310e8","undefined _ZN20MusicDownloadManager12encodeDataToEP13DS_Dictionary()","38"
"_ZN20MusicDownloadManager12stopDownloadEi","00330f3c","undefined _ZN20MusicDownloadManager12stopDownloadEi()","1"
"_ZN20MusicDownloadManager13addDLToActiveEPKc","00330be4","undefined _ZN20MusicDownloadManager13addDLToActiveEPKc()","1"
"_ZN20MusicDownloadManager13addDLToActiveEPKcPN7cocos2d8CCObjectE","00330bb8","undefined _ZN20MusicDownloadManager13addDLToActiveEPKcPN7cocos2d8CCObjectE()","1"
"_ZN20MusicDownloadManager14getSongInfoKeyEi","00330ec4","undefined _ZN20MusicDownloadManager14getSongInfoKeyEi()","1"
"_ZN20MusicDownloadManager14responseToDictESsPKc","00330aa8","undefined _ZN20MusicDownloadManager14responseToDictESsPKc()","1"
"_ZN20MusicDownloadManager15createSongsInfoESs","003316f0","undefined _ZN20MusicDownloadManager15createSongsInfoESs()","1"
"_ZN20MusicDownloadManager15getSongPriorityEv","00330fdc","undefined _ZN20MusicDownloadManager15getSongPriorityEv()","1"
"_ZN20MusicDownloadManager15handleItDelayedEbSsSs10GJHttpType","003308a8","undefined _ZN20MusicDownloadManager15handleItDelayedEbSsSs10GJHttpType()","1"
"_ZN20MusicDownloadManager16clearUnusedSongsEv","00330e14","undefined _ZN20MusicDownloadManager16clearUnusedSongsEv()","1"
"_ZN20MusicDownloadManager16isSongDownloadedEi","00330d5c","undefined _ZN20MusicDownloadManager16isSongDownloadedEi()","1"
"_ZN20MusicDownloadManager16songStateChangedEv","00330a7c","undefined _ZN20MusicDownloadManager16songStateChangedEv()","1"
"_ZN20MusicDownloadManager17getSongInfoObjectEi","00330c60","undefined _ZN20MusicDownloadManager17getSongInfoObjectEi()","1"
"_ZN20MusicDownloadManager18downloadSongFailedEi11GJSongError","00330a48","undefined _ZN20MusicDownloadManager18downloadSongFailedEi11GJSongError()","1"
"_ZN20MusicDownloadManager18getDownloadedSongsEv","00330db0","undefined _ZN20MusicDownloadManager18getDownloadedSongsEv()","1"
"_ZN20MusicDownloadManager18getSongDownloadKeyEi","00330edc","undefined _ZN20MusicDownloadManager18getSongDownloadKeyEi()","1"
"_ZN20MusicDownloadManager18loadSongInfoFailedEi11GJSongError","003309e4","undefined _ZN20MusicDownloadManager18loadSongInfoFailedEi11GJSongError()","1"
"_ZN20MusicDownloadManager18ProcessHttpRequestESsSsSs10GJHttpType","00331d04","undefined _ZN20MusicDownloadManager18ProcessHttpRequestESsSsSs10GJHttpType()","1"
"_ZN20MusicDownloadManager18removeDLFromActiveEPKc","00330c36","undefined _ZN20MusicDownloadManager18removeDLFromActiveEPKc()","1"
"_ZN20MusicDownloadManager19getDownloadProgressEi","00330f20","undefined _ZN20MusicDownloadManager19getDownloadProgressEi()","1"
"_ZN20MusicDownloadManager20downloadSongFinishedEP14SongInfoObject","00330a18","undefined _ZN20MusicDownloadManager20downloadSongFinishedEP14SongInfoObject()","1"
"_ZN20MusicDownloadManager20limitDownloadedSongsEv","00330e92","undefined _ZN20MusicDownloadManager20limitDownloadedSongsEv()","1"
"_ZN20MusicDownloadManager20loadSongInfoFinishedEP14SongInfoObject","003309b4","undefined _ZN20MusicDownloadManager20loadSongInfoFinishedEP14SongInfoObject()","1"
"_ZN20MusicDownloadManager22onGetSongInfoCompletedESsSs","0033178c","undefined _ZN20MusicDownloadManager22onGetSongInfoCompletedESsSs()","1"
"_ZN20MusicDownloadManager22setDownloadedSongsDictEPN7cocos2d12CCDictionaryE","003307b2","undefined _ZN20MusicDownloadManager22setDownloadedSongsDictEPN7cocos2d12CCDictionaryE()","1"
"_ZN20MusicDownloadManager23addSongObjectFromStringESs","00331640","undefined _ZN20MusicDownloadManager23addSongObjectFromStringESs()","1"
"_ZN20MusicDownloadManager23onDownloadSongCompletedEPN7cocos2d9extension12CCHttpClientEPNS1_14CCHttpResponseE","00331004","undefined _ZN20MusicDownloadManager23onDownloadSongCompletedEPN7cocos2d9extension12CCHttpClientEPNS1_14CCHttpResponseE()","178"
"_ZN20MusicDownloadManager24addMusicDownloadDelegateEP21MusicDownloadDelegate","00330938","undefined _ZN20MusicDownloadManager24addMusicDownloadDelegateEP21MusicDownloadDelegate()","1"
"_ZN20MusicDownloadManager24incrementPriorityForSongEi","00330fea","undefined _ZN20MusicDownloadManager24incrementPriorityForSongEi()","24"
"_ZN20MusicDownloadManager24isRunningActionForSongIDEi","00330ef4","undefined _ZN20MusicDownloadManager24isRunningActionForSongIDEi()","1"
"_ZN20MusicDownloadManager27removeMusicDownloadDelegateEP21MusicDownloadDelegate","00330978","undefined _ZN20MusicDownloadManager27removeMusicDownloadDelegateEP21MusicDownloadDelegate()","1"
"_ZN20MusicDownloadManager29onProcessHttpRequestCompletedEPN7cocos2d9extension12CCHttpClientEPNS1_14CCHttpResponseE","0033190a","undefined _ZN20MusicDownloadManager29onProcessHttpRequestCompletedEPN7cocos2d9extension12CCHttpClientEPNS1_14CCHttpResponseE()","1"
"_ZN20MusicDownloadManager4initEv","003306f2","undefined _ZN20MusicDownloadManager4initEv()","1"
"_ZN20MusicDownloadManager7showTOSEP20FLAlertLayerProtocol","00330f64","undefined _ZN20MusicDownloadManager7showTOSEP20FLAlertLayerProtocol()","1"
"_ZN20MusicDownloadManager8handleItEbSsSs10GJHttpType","00331858","undefined _ZN20MusicDownloadManager8handleItEbSsSs10GJHttpType()","1"
"_ZN20MusicDownloadManager9clearSongEi","00330b7c","undefined _ZN20MusicDownloadManager9clearSongEi()","1"
"_ZN20MusicDownloadManagerD0Ev","003306e0","undefined _ZN20MusicDownloadManagerD0Ev()","1"
"_ZN20MusicDownloadManagerD1Ev","00330684","undefined _ZN20MusicDownloadManagerD1Ev()","72"
"_ZN20ParentalOptionsLayer10onNextPageEPN7cocos2d8CCObjectE","002e14a8","undefined _ZN20ParentalOptionsLayer10onNextPageEPN7cocos2d8CCObjectE()","1"
"_ZN20ParentalOptionsLayer10onPrevPageEPN7cocos2d8CCObjectE","002e149e","undefined _ZN20ParentalOptionsLayer10onPrevPageEPN7cocos2d8CCObjectE()","1"
"_ZN20ParentalOptionsLayer12countForPageEi","002e0e30","undefined _ZN20ParentalOptionsLayer12countForPageEi()","1"
"_ZN20ParentalOptionsLayer12layerForPageEi","002e102c","undefined _ZN20ParentalOptionsLayer12layerForPageEi()","1"
"_ZN20ParentalOptionsLayer12nextPositionEi","002e0e68","undefined _ZN20ParentalOptionsLayer12nextPositionEi()","1"
"_ZN20ParentalOptionsLayer14keyBackClickedEv","002e1908","undefined _ZN20ParentalOptionsLayer14keyBackClickedEv()","1"
"_ZN20ParentalOptionsLayer14objectsForPageEi","002e0fa8","undefined _ZN20ParentalOptionsLayer14objectsForPageEi()","1"
"_ZN20ParentalOptionsLayer21incrementCountForPageEi","002e0f40","undefined _ZN20ParentalOptionsLayer21incrementCountForPageEi()","1"
"_ZN20ParentalOptionsLayer4initEv","002e14b4","undefined _ZN20ParentalOptionsLayer4initEv()","1"
"_ZN20ParentalOptionsLayer6createEv","002e0d74","undefined _ZN20ParentalOptionsLayer6createEv()","1"
"_ZN20ParentalOptionsLayer6onInfoEPN7cocos2d8CCObjectE","002e185c","undefined _ZN20ParentalOptionsLayer6onInfoEPN7cocos2d8CCObjectE()","1"
"_ZN20ParentalOptionsLayer7infoKeyEi","002e10a8","undefined _ZN20ParentalOptionsLayer7infoKeyEi()","1"
"_ZN20ParentalOptionsLayer7onCloseEPN7cocos2d8CCObjectE","002e18e4","undefined _ZN20ParentalOptionsLayer7onCloseEPN7cocos2d8CCObjectE()","1"
"_ZN20ParentalOptionsLayer7pageKeyEi","002e0e18","undefined _ZN20ParentalOptionsLayer7pageKeyEi()","1"
"_ZN20ParentalOptionsLayer8goToPageEi","002e132c","undefined _ZN20ParentalOptionsLayer8goToPageEi()","1"
"_ZN20ParentalOptionsLayer8layerKeyEi","002e1014","undefined _ZN20ParentalOptionsLayer8layerKeyEi()","1"
"_ZN20ParentalOptionsLayer8onToggleEPN7cocos2d8CCObjectE","002e1828","undefined _ZN20ParentalOptionsLayer8onToggleEPN7cocos2d8CCObjectE()","52"
"_ZN20ParentalOptionsLayer9addToggleEPKcS1_S1_","002e10c0","undefined _ZN20ParentalOptionsLayer9addToggleEPKcS1_S1_()","1"
"_ZN20ParentalOptionsLayer9objectKeyEi","002e0f90","undefined _ZN20ParentalOptionsLayer9objectKeyEi()","1"
"_ZN20ParentalOptionsLayerD0Ev","002dc9cc","undefined _ZN20ParentalOptionsLayerD0Ev()","1"
"_ZN20ParentalOptionsLayerD1Ev","002dc940","undefined _ZN20ParentalOptionsLayerD1Ev()","1"
"_ZN20SetTextPopupDelegate18setTextPopupClosedEP12SetTextPopupSs","002a5da2","undefined _ZN20SetTextPopupDelegate18setTextPopupClosedEP12SetTextPopupSs()","1"
"_ZN20TeleportPortalObject10addToGroupEi","002c12b6","undefined _ZN20TeleportPortalObject10addToGroupEi()","1"
"_ZN20TeleportPortalObject11addToGroup2Ei","002c03dc","undefined _ZN20TeleportPortalObject11addToGroup2Ei()","1"
"_ZN20TeleportPortalObject11setPositionERKN7cocos2d7CCPointE","002c2204","undefined _ZN20TeleportPortalObject11setPositionERKN7cocos2d7CCPointE()","1"
"_ZN20TeleportPortalObject11setRotationEf","002c12ec","undefined _ZN20TeleportPortalObject11setRotationEf()","1"
"_ZN20TeleportPortalObject11setStartPosEN7cocos2d7CCPointE","002c2272","undefined _ZN20TeleportPortalObject11setStartPosEN7cocos2d7CCPointE()","1"
"_ZN20TeleportPortalObject12setRotation2Ef","002c0328","undefined _ZN20TeleportPortalObject12setRotation2Ef()","1"
"_ZN20TeleportPortalObject13getSaveStringEv","002c3f84","undefined _ZN20TeleportPortalObject13getSaveStringEv()","1"
"_ZN20TeleportPortalObject15getTeleportXOffEPN7cocos2d6CCNodeE","002c2184","undefined _ZN20TeleportPortalObject15getTeleportXOffEPN7cocos2d6CCNodeE()","1"
"_ZN20TeleportPortalObject15removeFromGroupEi","002c1280","undefined _ZN20TeleportPortalObject15removeFromGroupEi()","1"
"_ZN20TeleportPortalObject16removeFromGroup2Ei","002c03e0","undefined _ZN20TeleportPortalObject16removeFromGroup2Ei()","1"
"_ZN20TeleportPortalObject17customObjectSetupERSt3mapISsSsSt4lessISsESaISt4pairIKSsSsEEE","002c23fc","undefined _ZN20TeleportPortalObject17customObjectSetupERSt3mapISsSsSt4lessISsESaISt4pairIKSsSsEEE()","1"
"_ZN20TeleportPortalObject19setPositionOverrideEN7cocos2d7CCPointE","002c2180","undefined _ZN20TeleportPortalObject19setPositionOverrideEN7cocos2d7CCPointE()","1"
"_ZN20TeleportPortalObject19setStartPosOverrideEN7cocos2d7CCPointE","002c216c","undefined _ZN20TeleportPortalObject19setStartPosOverrideEN7cocos2d7CCPointE()","1"
"_ZN20TeleportPortalObject4initEPKc","002c20f4","undefined _ZN20TeleportPortalObject4initEPKc()","1"
"_ZN20TeleportPortalObject6createEPKc","002c20f8","undefined _ZN20TeleportPortalObject6createEPKc()","1"
"_ZN20TeleportPortalObjectD0Ev","002c04dc","undefined _ZN20TeleportPortalObjectD0Ev()","1"
"_ZN20TeleportPortalObjectD1Ev","002c04b0","undefined _ZN20TeleportPortalObjectD1Ev()","40"
"_ZN20UploadActionDelegate18uploadActionFailedEii","0023444e","undefined _ZN20UploadActionDelegate18uploadActionFailedEii()","1"
"_ZN20UploadActionDelegate20uploadActionFinishedEii","0023444c","undefined _ZN20UploadActionDelegate20uploadActionFinishedEii()","1"
"_ZN21CCMenuItemSpriteExtra10unselectedEv","00204630","undefined _ZN21CCMenuItemSpriteExtra10unselectedEv()","164"
"_ZN21CCMenuItemSpriteExtra11setSizeMultEf","00204914","undefined _ZN21CCMenuItemSpriteExtra11setSizeMultEf()","1"
"_ZN21CCMenuItemSpriteExtra16useAnimationTypeE17MenuAnimationType","002048f0","undefined _ZN21CCMenuItemSpriteExtra16useAnimationTypeE17MenuAnimationType()","1"
"_ZN21CCMenuItemSpriteExtra4initEPN7cocos2d6CCNodeES2_PNS0_8CCObjectEMS3_FvS4_E","002047b8","undefined _ZN21CCMenuItemSpriteExtra4initEPN7cocos2d6CCNodeES2_PNS0_8CCObjectEMS3_FvS4_E()","1"
"_ZN21CCMenuItemSpriteExtra6createEPN7cocos2d6CCNodeES2_PNS0_8CCObjectEMS3_FvS4_E","00204894","undefined _ZN21CCMenuItemSpriteExtra6createEPN7cocos2d6CCNodeES2_PNS0_8CCObjectEMS3_FvS4_E()","1"
"_ZN21CCMenuItemSpriteExtra8activateEv","002045c0","undefined _ZN21CCMenuItemSpriteExtra8activateEv()","1"
"_ZN21CCMenuItemSpriteExtra8selectedEv","00204494","undefined _ZN21CCMenuItemSpriteExtra8selectedEv()","1"
"_ZN21CCMenuItemSpriteExtraC1Ev","002046d8","undefined _ZN21CCMenuItemSpriteExtraC1Ev()","1"
"_ZN21CCMenuItemSpriteExtraD0Ev","00204480","undefined _ZN21CCMenuItemSpriteExtraD0Ev()","1"
"_ZN21CCMenuItemSpriteExtraD1Ev","00204430","undefined _ZN21CCMenuItemSpriteExtraD1Ev()","70"
"_ZN21CommentUploadDelegate19commentDeleteFailedEii","002e73fc","undefined _ZN21CommentUploadDelegate19commentDeleteFailedEii()","1"
"_ZN21CommentUploadDelegate19commentUploadFailedEi12CommentError","002e73fa","undefined _ZN21CommentUploadDelegate19commentUploadFailedEi12CommentError()","1"
"_ZN21CommentUploadDelegate21commentUploadFinishedEi","002e73f8","undefined _ZN21CommentUploadDelegate21commentUploadFinishedEi()","1"
"_ZN21CreateGuidelinesLayer11toggleItemsEb","0021b9fc","undefined _ZN21CreateGuidelinesLayer11toggleItemsEb()","1"
"_ZN21CreateGuidelinesLayer12ccTouchBeganEPN7cocos2d7CCTouchEPNS0_7CCEventE","0021c7b4","undefined _ZN21CreateGuidelinesLayer12ccTouchBeganEPN7cocos2d7CCTouchEPNS0_7CCEventE()","1"
"_ZN21CreateGuidelinesLayer12ccTouchEndedEPN7cocos2d7CCTouchEPNS0_7CCEventE","0021b70c","undefined _ZN21CreateGuidelinesLayer12ccTouchEndedEPN7cocos2d7CCTouchEPNS0_7CCEventE()","1"
"_ZN21CreateGuidelinesLayer12ccTouchMovedEPN7cocos2d7CCTouchEPNS0_7CCEventE","0021b546","undefined _ZN21CreateGuidelinesLayer12ccTouchMovedEPN7cocos2d7CCTouchEPNS0_7CCEventE()","1"
"_ZN21CreateGuidelinesLayer13registerTouchEv","0021c758","undefined _ZN21CreateGuidelinesLayer13registerTouchEv()","1"
"_ZN21CreateGuidelinesLayer14keyBackClickedEv","0021b532","undefined _ZN21CreateGuidelinesLayer14keyBackClickedEv()","1"
"_ZN21CreateGuidelinesLayer15FLAlert_ClickedEP12FLAlertLayerb","0021b844","undefined _ZN21CreateGuidelinesLayer15FLAlert_ClickedEP12FLAlertLayerb()","1"
"_ZN21CreateGuidelinesLayer16ccTouchCancelledEPN7cocos2d7CCTouchEPNS0_7CCEventE","0021b550","undefined _ZN21CreateGuidelinesLayer16ccTouchCancelledEPN7cocos2d7CCTouchEPNS0_7CCEventE()","1"
"_ZN21CreateGuidelinesLayer17doClearGuidelinesEv","0021b7e8","undefined _ZN21CreateGuidelinesLayer17doClearGuidelinesEv()","1"
"_ZN21CreateGuidelinesLayer17onClearGuidelinesEPN7cocos2d8CCObjectE","0021b5d8","undefined _ZN21CreateGuidelinesLayer17onClearGuidelinesEPN7cocos2d8CCObjectE()","1"
"_ZN21CreateGuidelinesLayer21getMergedRecordStringESsSs","0021b864","undefined _ZN21CreateGuidelinesLayer21getMergedRecordStringESsSs()","1"
"_ZN21CreateGuidelinesLayer27registerWithTouchDispatcherEv","0021b566","undefined _ZN21CreateGuidelinesLayer27registerWithTouchDispatcherEv()","30"
"_ZN21CreateGuidelinesLayer4initEP19LevelSettingsObject","0021bcac","undefined _ZN21CreateGuidelinesLayer4initEP19LevelSettingsObject()","1"
"_ZN21CreateGuidelinesLayer5keyUpEN7cocos2d12enumKeyCodesE","0021b564","undefined _ZN21CreateGuidelinesLayer5keyUpEN7cocos2d12enumKeyCodesE()","1"
"_ZN21CreateGuidelinesLayer6createEP19LevelSettingsObject","0021c6a4","undefined _ZN21CreateGuidelinesLayer6createEP19LevelSettingsObject()","160"
"_ZN21CreateGuidelinesLayer6onInfoEPN7cocos2d8CCObjectE","0021b584","undefined _ZN21CreateGuidelinesLayer6onInfoEPN7cocos2d8CCObjectE()","1"
"_ZN21CreateGuidelinesLayer6onStopEPN7cocos2d8CCObjectE","0021ba64","undefined _ZN21CreateGuidelinesLayer6onStopEPN7cocos2d8CCObjectE()","1"
"_ZN21CreateGuidelinesLayer6updateEf","0021b4fc","undefined _ZN21CreateGuidelinesLayer6updateEf()","1"
"_ZN21CreateGuidelinesLayer7keyDownEN7cocos2d12enumKeyCodesE","0021c790","undefined _ZN21CreateGuidelinesLayer7keyDownEN7cocos2d12enumKeyCodesE()","1"
"_ZN21CreateGuidelinesLayer7onCloseEPN7cocos2d8CCObjectE","0021b50e","undefined _ZN21CreateGuidelinesLayer7onCloseEPN7cocos2d8CCObjectE()","1"
"_ZN21CreateGuidelinesLayer8onRecordEPN7cocos2d8CCObjectE","0021bbb0","undefined _ZN21CreateGuidelinesLayer8onRecordEPN7cocos2d8CCObjectE()","1"
"_ZN21CreateGuidelinesLayerD0Ev","0021b6f0","undefined _ZN21CreateGuidelinesLayerD0Ev()","1"
"_ZN21CreateGuidelinesLayerD1Ev","0021b640","undefined _ZN21CreateGuidelinesLayerD1Ev()","1"
"_ZN21FriendRequestDelegate13setupPageInfoESsPKc","00362c58","undefined _ZN21FriendRequestDelegate13setupPageInfoESsPKc()","1"
"_ZN21FriendRequestDelegate19forceReloadRequestsEb","00362c5a","undefined _ZN21FriendRequestDelegate19forceReloadRequestsEb()","1"
"_ZN21FriendRequestDelegate19loadFRequestsFailedEPKc11GJErrorCode","00362c56","undefined _ZN21FriendRequestDelegate19loadFRequestsFailedEPKc11GJErrorCode()","1"
"_ZN21FriendRequestDelegate21loadFRequestsFinishedEPN7cocos2d7CCArrayEPKc","00362c54","undefined _ZN21FriendRequestDelegate21loadFRequestsFinishedEPN7cocos2d7CCArrayEPKc()","1"
"_ZN21GJAccountSyncDelegate17syncAccountFailedE18BackupAccountError","00337b64","undefined _ZN21GJAccountSyncDelegate17syncAccountFailedE18BackupAccountError()","1"
"_ZN21GJAccountSyncDelegate19syncAccountFinishedEv","00337b62","undefined _ZN21GJAccountSyncDelegate19syncAccountFinishedEv()","1"
"_ZN21GJPFollowCommandLayer10updateXModEv","0037abce","undefined _ZN21GJPFollowCommandLayer10updateXModEv()","1"
"_ZN21GJPFollowCommandLayer10updateYModEv","0037ac28","undefined _ZN21GJPFollowCommandLayer10updateYModEv()","1"
"_ZN21GJPFollowCommandLayer11textChangedEP15CCTextInputNode","0037ae58","undefined _ZN21GJPFollowCommandLayer11textChangedEP15CCTextInputNode()","1"
"_ZN21GJPFollowCommandLayer13sliderChangedEPN7cocos2d8CCObjectE","0037acbe","undefined _ZN21GJPFollowCommandLayer13sliderChangedEPN7cocos2d8CCObjectE()","1"
"_ZN21GJPFollowCommandLayer14keyBackClickedEv","00379194","undefined _ZN21GJPFollowCommandLayer14keyBackClickedEv()","1"
"_ZN21GJPFollowCommandLayer14onMultiTriggerEPN7cocos2d8CCObjectE","00379256","undefined _ZN21GJPFollowCommandLayer14onMultiTriggerEPN7cocos2d8CCObjectE()","1"
"_ZN21GJPFollowCommandLayer14updateDurationEv","0037ac82","undefined _ZN21GJPFollowCommandLayer14updateDurationEv()","1"
"_ZN21GJPFollowCommandLayer14updateDurLabelEb","0037957c","undefined _ZN21GJPFollowCommandLayer14updateDurLabelEb()","1"
"_ZN21GJPFollowCommandLayer14updateMaxSpeedEv","0037ad20","undefined _ZN21GJPFollowCommandLayer14updateMaxSpeedEv()","1"
"_ZN21GJPFollowCommandLayer15onUpdateGroupIDEPN7cocos2d8CCObjectE","0037ae00","undefined _ZN21GJPFollowCommandLayer15onUpdateGroupIDEPN7cocos2d8CCObjectE()","1"
"_ZN21GJPFollowCommandLayer15textInputClosedEP15CCTextInputNode","00379058","undefined _ZN21GJPFollowCommandLayer15textInputClosedEP15CCTextInputNode()","1"
"_ZN21GJPFollowCommandLayer15textInputReturnEP15CCTextInputNode","0037906c","undefined _ZN21GJPFollowCommandLayer15textInputReturnEP15CCTextInputNode()","1"
"_ZN21GJPFollowCommandLayer15updateXModLabelEv","00379618","undefined _ZN21GJPFollowCommandLayer15updateXModLabelEv()","1"
"_ZN21GJPFollowCommandLayer15updateYModLabelEv","00379688","undefined _ZN21GJPFollowCommandLayer15updateYModLabelEv()","1"
"_ZN21GJPFollowCommandLayer16onTouchTriggeredEPN7cocos2d8CCObjectE","003798de","undefined _ZN21GJPFollowCommandLayer16onTouchTriggeredEPN7cocos2d8CCObjectE()","1"
"_ZN21GJPFollowCommandLayer17sliderXModChangedEPN7cocos2d8CCObjectE","0037ac0a","undefined _ZN21GJPFollowCommandLayer17sliderXModChangedEPN7cocos2d8CCObjectE()","1"
"_ZN21GJPFollowCommandLayer17sliderYModChangedEPN7cocos2d8CCObjectE","0037ac64","undefined _ZN21GJPFollowCommandLayer17sliderYModChangedEPN7cocos2d8CCObjectE()","1"
"_ZN21GJPFollowCommandLayer17updateEditorLabelEv","0037ad5c","undefined _ZN21GJPFollowCommandLayer17updateEditorLabelEv()","156"
"_ZN21GJPFollowCommandLayer17updateOffsetLabelEv","003796f8","undefined _ZN21GJPFollowCommandLayer17updateOffsetLabelEv()","1"
"_ZN21GJPFollowCommandLayer18onSpawnedByTriggerEPN7cocos2d8CCObjectE","003798a6","undefined _ZN21GJPFollowCommandLayer18onSpawnedByTriggerEPN7cocos2d8CCObjectE()","1"
"_ZN21GJPFollowCommandLayer18updatePlayerOffsetEv","0037acea","undefined _ZN21GJPFollowCommandLayer18updatePlayerOffsetEv()","1"
"_ZN21GJPFollowCommandLayer19updateMaxSpeedLabelEv","0037977c","undefined _ZN21GJPFollowCommandLayer19updateMaxSpeedLabelEv()","1"
"_ZN21GJPFollowCommandLayer19updateTargetGroupIDEv","0037ab70","undefined _ZN21GJPFollowCommandLayer19updateTargetGroupIDEv()","1"
"_ZN21GJPFollowCommandLayer20determineStartValuesEv","00379330","undefined _ZN21GJPFollowCommandLayer20determineStartValuesEv()","1"
"_ZN21GJPFollowCommandLayer20updateTextInputLabelEv","00379918","undefined _ZN21GJPFollowCommandLayer20updateTextInputLabelEv()","1"
"_ZN21GJPFollowCommandLayer20updateTouchTriggeredEv","003797ec","undefined _ZN21GJPFollowCommandLayer20updateTouchTriggeredEv()","1"
"_ZN21GJPFollowCommandLayer21textInputShouldOffsetEP15CCTextInputNodef","003790a4","undefined _ZN21GJPFollowCommandLayer21textInputShouldOffsetEP15CCTextInputNodef()","1"
"_ZN21GJPFollowCommandLayer21updateMultiTriggerBtnEv","0037982a","undefined _ZN21GJPFollowCommandLayer21updateMultiTriggerBtnEv()","1"
"_ZN21GJPFollowCommandLayer22updateSpawnedByTriggerEv","00379860","undefined _ZN21GJPFollowCommandLayer22updateSpawnedByTriggerEv()","1"
